0 0 6236
1 6237 3550
2 9788 6713
3 16502 9910
4 26413 2194
5 28608 3685
6 32294 2346
7 34641 3718
8 38360 2954
9 41315 3750
10 45066 1645
11 46712 10117
12 56830 2164
13 58995 4974
14 63970 2410
15 66381 1537
16 67919 7773
17 75693 6626
18 82320 4383
19 86704 9370
20 96075 6269
21 102345 5684
22 108030 2842
23 110873 5609
24 116483 10393
25 126877 4320
26 131198 5900
27 137099 4646
28 141746 2269
29 144016 3376
30 147393 8875
31 156269 1828
32 158098 5734
33 163833 4052
34 167886 4054
35 171941 2633
36 174575 382
37 174958 1880
38 176839 7361
39 184201 4441
40 188643 2455
41 191099 1752
42 192852 3067
43 195920 3479
44 199400 2762
45 202163 5072
46 207236 1200
47 208437 1180
48 209618 3090
49 212709 7475
50 220185 7481
51 227667 1187
52 228855 5921
53 234777 1688
54 236466 2326
55 238793 4691
56 243485 1724
57 245210 3310
58 248521 1918
59 250440 1181
60 251622 2603
61 254226 688
62 254915 2770
63 257686 5081
64 262768 219
65 262988 1640
66 264629 2795
67 267425 4155
68 271581 1251
69 272833 1119
70 273953 1604
71 275558 1191
72 276750 1656
73 278407 844
74 279252 895
75 280148 3730
76 283879 848
77 284728 3083
78 287812 7820
79 295633 2535
80 298169 1508
81 299678 3123
82 302802 1167
83 303970 2669
84 306640 2344
85 308985 1355
86 310341 1047
87 311389 3646
88 315036 3018
89 318055 1460
90 319516 8233
91 327750 1467
92 329218 2041
93 331260 964
94 332225 1659
95 333885 1625
96 335511 922
97 336434 2412
98 338847 9422
99 348270 3886
100 352157 9142
101 361300 6906
102 368207 8595
103 376803 11215
104 388019 14531
105 402551 8701
106 411253 13013
107 424267 12191
108 436459 8423
109 444883 21114
110 465998 12105
111 478104 41952
112 520057 21834
113 541892 21862
114 563755 8921
115 572677 4289
116 576967 5465
117 582433 3024
118 585458 2763
119 588222 3753
120 591976 2116
121 594093 3978
122 598072 12710
123 610783 2490
124 613274 1902
125 615177 3576
126 618754 3816
127 622571 3814
128 626386 1891
129 628278 5337
130 633616 6695
131 640312 2509
132 642822 4536
133 647359 6815
134 654175 1508
135 655684 2419
136 658104 2635
137 660740 771
138 661512 5275
139 666788 290
140 667079 866
141 667946 3440
142 671387 5741
143 677129 1240
144 678370 1372
145 679743 3574
146 683318 4552
147 687871 2366
148 690238 2190
149 692429 3740
150 696170 3943
151 700114 928
152 701043 2917
153 703961 1158
154 705120 1786
155 706907 2005
156 708913 3087
157 712001 7035
158 719037 8436
159 727474 3946
160 731421 3886
161 735308 4643
162 739952 3873
163 743826 4594
164 748421 1151
165 749573 4198
166 753772 2666
167 756439 1704
168 758144 1072
169 759217 4022
170 763240 3836
171 767077 2870
172 769948 1290
173 771239 3149
174 774389 7548
175 781938 18502
176 800441 2197
177 802639 3749
178 806389 1641
179 808031 4175
180 812207 5077
181 817285 8686
182 825972 3092
183 829065 13082
184 842148 3661
185 845810 6235
186 852046 8487
187 860534 5649
188 866184 2139
189 868324 4939
190 873264 1214
191 874479 3846
192 878326 6245
193 884572 1643
194 886216 3422
195 889639 2794
196 892434 6117
197 898552 5317
198 903870 1763
199 905634 6584
200 912219 3637
201 915857 10202
202 926060 6877
203 932938 4521
204 937460 3519
205 940980 6270
206 947251 9467
207 956719 2747
208 959467 2389
209 961857 4490
210 966348 8574
211 974923 1560
212 976484 4814
213 981299 3118
214 984418 5110
215 989529 5484
216 995014 4588
217 999603 5416
218 1005020 1841
219 1006862 3814
220 1010677 6049
221 1016727 2448
222 1019176 4340
223 1023517 965
224 1024483 798
225 1025282 4094
226 1029377 2662
227 1032040 2971
228 1035012 1258
229 1036271 1949
230 1038221 2325
231 1040547 2699
232 1043247 2293
233 1045541 1303
234 1046845 4679
235 1051525 4556
236 1056082 3556
237 1059639 3118
238 1062758 4104
239 1066863 4430
240 1071294 2782
241 1074077 3828
242 1077906 2325
243 1080232 1748
244 1081981 2257
245 1084239 20407
246 1104647 3269
247 1107917 4082
248 1112000 1935
249 1113936 8670
250 1122607 2666
